Topic,Count,Name,Representation,Representative_Docs
10,48,10_murderer_killer_murdering_martyr,"['murderer', 'killer', 'murdering', 'martyr', 'shooter', 'killed', 'hanged', 'communist', 'hero', 'death']","['I don’t understand why people are celebrating Brian Thompson being killed because at the end of the day, he’s dead. His kids don’t have any father. That 26-year-old Luigi Mangione is going to jail for the rest of his life, and the healthcare system is still the same today — the…', 'Except Mangione’s family isn’t “working class,” but VERY wealthy & could afford any care he needed. Stop making the shooter heroic. He executed a human being, a husband & father (he didn’t destroy an establishment’s bad policy, regulatory red tape, or corruption) Dont normalize', 'This guy mangione thinks he’s done society a favor buy killing a CEO. He’s actually proven he’s a coward especially when you shoot a man in the back. This man had a wife and family and he’s a sick young man and I hope he gets the death penalty or lots of jail time']"
11,47,11_iowa_graduated_employees_worker,"['iowa', 'graduated', 'employees', 'worker', 'industry', 'companies', 'manager', 'grew', 'corporate', 'company']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…']"
12,46,12_luigimangione_mangioni_chris_murderer,"['luigimangione', 'mangioni', 'chris', 'murderer', 'snl', 'killed', 'wealthy', 'victims', 'executive', 'father']","['Chris Rock spoke on Luigi Mangione during his SNL monologue\n\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\n\n— Chris Rock on the UnitedHealthcare CEO assassination', 'Chris Rock: [Luigi Mangione] killed a man with a family, with kids. I have real condolences for the (United)Healthcare CEO. This is a real person… But… you know, sometimes drug dealers get shot.']"
13,44,13_unitedhealth_condolences_healthcare_health,"['unitedhealth', 'condolences', 'healthcare', 'health', 'executive', 'company', 'organization', 'andrew', 'tragic', 'support']","['In a message to the company’s nearly 400,000 employees, Andrew Witty, the CEO of UnitedHealth Group — UnitedHealthcare’s parent company — confirmed Thompson was laid to rest on Monday and that colleagues gathered in Minnesota on Tuesday for a memorial.', 'UnitedHealth Group CEO Andrew Witty has issued an emotional tribute to Brian Thompson, the head of the group’s insurance arm, UnitedHealthcare, following Thompson’s death at the hands of a gunman.', 'The full statement from UnitedHealth Group regarding their colleague Brian Thompson:\n\nUnitedHealth Group Statement on Our Friend and Colleague Brian Thompson \nDecember 05, 2024\n\nUnitedHealth Group today issued the following statement:\n\n""While our hearts are broken, we have been…']"
14,42,14_prayers_prayer_praying_pray,"['prayers', 'prayer', 'praying', 'pray', 'condolences', 'tragic', 'family', 'horrific', 'ambulance', 'families']","['Thoughts and prayers', 'Prayers', 'RIP. Thoughts and prayers to his family.']"
15,41,15_sympathy_healthcare_insurance_murderer,"['sympathy', 'healthcare', 'insurance', 'murderer', 'ceos', 'tragedy', 'reporter', 'empathy', 'journalists', 'death']","['Former Washington Post reporter Taylor Lorenz expressed ""joy"" over the killing of UnitedHealthcare CEO Brian Thompson, sparking outrage. Celebrating tragedy is a bold choice—especially when it leaves two kids without a dad. Let’s hope we can find empathy…', 'Oh, look. It\'s CNN\'s Jake Tapper doing a segment with correspondent Clare Duffy normalizing & giving credence to those celebrating the murder of the UnitedHealthCare CEO, arguing the celebrations are ""interesting"" & ""none of us support murder...BUT BUT these are real struggles""', ""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…""]"
16,38,16_killed_died_death_assassin,"['killed', 'died', 'death', 'assassin', 'ceos', 'die', 'dead', 'celebrating', 'condolences', 'victim']","['Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.\n\n""I don\'t understand why people are celebrating him being killed because like I said yesterday, he\'s dead. His kids don\'t got no father.""', 'Charlamagne on UnitedHealthcare CEO Brian Thompson murder: ""I don’t understand why people are celebrating him being killed because at the end of the day ... he’s dead. His kids don’t got no father ... why are you happy about him being gunned down like that? It’s just weird where…', ""It's sad to see that UHC CEO Brian Thompson was shot to death today. It's unthinkable. \n\nWhat's worse is that in today's NYC, if he had been able to take down the assassin and chokehold him until police arrived, he'd eventually be facing an unfair trial like Daniel Penny.""]"
17,37,17_nypd_unitedhealth_unitedhealthcareceo_insurance,"['nypd', 'unitedhealth', 'unitedhealthcareceo', 'insurance', 'breakingnews', 'manhattan', 'killer', 'gunned', 'health', 'killed']","['🚨 Breaking News 🚨 The NYPD is seeking the public’s help to apprehend the gunman who allegedly shot and killed UnitedHealthcare CEO Brian Thompson outside the Hilton Hotel in Midtown Manhattan early Wednesday morning. 🙏 #NYC #BreakingNews #JusticeForBrian #TREASURE', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']"
18,36,18_insurance_healthcare_insurer_condolences,"['insurance', 'healthcare', 'insurer', 'condolences', 'medicare', 'health', 'editorial', 'die', 'survival', 'aarp']","['The killing of Brian Thompson is a great tragedy, and I send condolences to his loved ones, co-workers, and friends.\n\nThe social media posts have revealed a widespread antipathy to the health insurance industry.\n\nPeople are frustrated with health insurance for the following…', 'United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.', ""Whatever you may think of Mr. Brian Thompson, his company, or the health insurance industry in general, I'm sure decent people can agree that this act is heinous, and Mr. Thompson & his associates, friends & family don't deserve this.\n\nCondolences 🙏 to Mr. Thompson's family.""]"
19,25,19_insurance_healthcare_beneficiary_loathed,"['insurance', 'healthcare', 'beneficiary', 'loathed', 'socialism', 'deserves', 'noone', 'harris', 'health', 'crooked']","['Democrats should celebrate justice for Brian Thompson, but the party that refuses to fix the broken health insurance system is instead reminding Americans why the party deserves to be loathed by every moral American. \n\n#UnitedHealthcare #BrianThompson', 'Noone with any morals should celebrate the death of Brian Thompson! But it did make people wake up!Michael Moore callously declares he wants to ‘pour gasoline’ on anger at health insurance industry after CEO killing #Insurance #Healthinsurance', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\n\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\n\nThey make it their mission to deny as many…""]"
